,CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
34737,PI,PIPE,P2,5.54,1.8,5.3,5.2,0.18,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34738,PI,PIPE,P2,5.54,1.8,4.6,4.3,0.542,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34742,PI,PIPE,P7,5.54,1.8,5.3,5.2,0.18,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34743,PI,PIPE,P7,5.54,1.8,4.6,4.3,0.542,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34747,PI,PIPE,P6,5.54,1.8,5.3,5.2,0.18,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34748,PI,PIPE,P6,5.54,1.8,4.6,4.3,0.542,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34752,PI,PIPE,P5,5.54,1.8,5.3,5.2,0.18,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34753,PI,PIPE,P5,5.54,1.8,4.6,4.3,0.542,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34757,PI,PIPE,P9,5.54,1.8,5.3,5.2,0.18,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34758,PI,PIPE,P9,5.54,1.8,4.6,4.3,0.542,137895.14,3.0,ASME B31.3,1689.22,140.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.005
34761,PI,PIPE,P1,15.09,3.0,15.56,14.53,0.098,137895.14,3.0,ASME B31.3,2344.22,104.44,A333 Gr 6,FS,350.0,11.12,2033.95,46.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.058
34767,PI,PIPE,P1,5.54,1.8,5.5,5.21,0.042,137895.14,3.0,ASME B31.3,100.0,60.0,API 5L Gr B,FS,50.0,5.54,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.014
34773,PI,PIPE,P1,10.97,5.67,11.73,11.7,0.004,137895.14,3.0,ASME B31.3,9549.0,121.11,A333 Gr 6,FS,150.0,10.97,827.0,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.968,29.329836,0.005
34774,PI,PIPE,P1,9.27,2.8,8.1,8.0,0.013,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,250.0,9.27,827.0,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.968,29.329836,0.093
34789,PI,PIPE,P1,7.11,2.8,7.21,6.81,0.036,199258.48,0.0,ASME B31.3,5780.0,132.22,A790 Gr S31803,AFS,150.0,7.11,15170.0,121.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.009
35083,PI,PIPE,P1,8.74,1.91,9.61,8.7,0.101,137895.14,3.0,ASME B31.3,8963.18,121.11,A106 Gr B,FS,50.0,8.74,100.0,25.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.019
35085,PI,PIPE,P2,8.74,1.91,9.61,8.7,0.101,137895.14,3.0,ASME B31.3,8963.18,121.11,A106 Gr B,FS,50.0,8.74,100.0,25.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.019
35308,PI,PIPE,P1,3.91,1.8,3.66,3.66,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35309,PI,PIPE,P1,3.91,1.8,3.93,3.93,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35310,PI,PIPE,P1,3.91,1.8,3.6,3.6,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35311,PI,PIPE,DL-P1,3.91,1.8,3.66,3.66,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35312,PI,PIPE,DL-P1,3.91,1.8,3.93,3.93,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35313,PI,PIPE,DL-P1,3.91,1.8,3.6,3.6,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35314,PI,PIPE,DL-P2,3.91,1.8,3.66,3.66,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35315,PI,PIPE,DL-P2,3.91,1.8,3.93,3.93,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35316,PI,PIPE,DL-P2,3.91,1.8,3.6,3.6,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.007
35318,PI,PIPE,P1,12.7,9.21,10.86,10.2,0.065,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,400.0,12.7,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.081
35319,PI,PIPE,P1,12.7,9.21,11.82,11.82,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,400.0,12.7,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.081
35320,PI,PIPE,P2,12.7,9.21,10.86,10.2,0.065,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,400.0,12.7,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.081
35321,PI,PIPE,P2,12.7,9.21,11.82,11.82,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A790 Gr S31803,AFS,400.0,12.7,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.081
35342,PI,PIPE,P1,3.91,1.8,4.2,3.95,0.044,206842.71,3.0,ASME B31.3,2999.22,121.11,A790 Gr S31803,AFS,50.0,3.91,100.0,35.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,CS,FS,2797.19,27.972157,0.018
35344,PI,PIPE,P2,5.54,1.8,5.3,5.13,0.029,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 GR 6,FS,50.0,5.54,827.37,110.0,1.0,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,CS,FS,2940.294,29.402779,0.037
35346,PI,PIPE,P1,5.54,1.8,5.3,5.13,0.029,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 GR 6,FS,50.0,5.54,827.37,110.0,1.0,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,CS,FS,2940.294,29.402779,0.037
35378,PI,PIPE,P2,5.54,1.8,6.09,5.12,0.09,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,50.0,5.54,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.021
35379,PI,PIPE,P2,5.54,1.8,6.15,5.86,0.027,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,50.0,5.54,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.021
35380,PI,PIPE,P1,5.54,1.8,6.09,5.12,0.09,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,50.0,5.54,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.021
35381,PI,PIPE,P1,5.54,1.8,6.15,5.86,0.027,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,50.0,5.54,827.38,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.021
35614,PI,PIPE,P1,5.54,1.8,4.92,6.5,0.194,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 GR 6,FS,50.0,5.54,827.37,110.0,1.0,1.287781,33.1284,1645.0938,135.9164,30.8036,15.1515,839.26512,12.0252,32.5032,12.987,109.3432,3.6032,0.308036,16.451,1.359164,0.331284,0.151515,8.392651,0.12,0.325,0.12987,1.093432,0.036032,CS,FS,2940.294,29.402779,0.007
35617,PI,PIPE,P1,6.35,1.8,6.15,6.1,0.009,137895.14,3.0,ASME B31.3,1654.75,121.11,A333 Gr 6,FS,25.0,6.35,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.002
35627,PI,PIPE,P1,6.02,3.75,4.8,6.03,0.084,115142.44,0.0,ASME B31.3,7763.5,60.0,A312 TP 316L,AS,100.0,6.02,4820.0,33.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.016
35629,PI,PIPE,P2,6.02,3.75,4.8,6.03,0.084,115142.44,0.0,ASME B31.3,7763.5,60.0,A312 TP 316L,AS,100.0,6.02,4820.0,33.0,1.0,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,SS,AS,2797.19,27.972157,0.016
35631,PI,PIPE,P1,21.44,2.8,21.19,20.64,0.067,137895.14,3.0,ASME B31.3,1034.21,121.11,A333 Gr 6,FS,400.0,21.44,799.8,110.0,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.966,29.329836,0.038
35638,PI,PIPE,IW-TPP2,31.8,22.02,28.99,28.99,0.0,137895.14,3.0,ASME B31.3,15623.52,121.11,A333 Gr 6,FS,400.0,31.8,13789.51,60.0,1.0,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.8e-05,CS,FS,2380.468,23.805566,0.289
35640,PI,PIPE,IW-TPP3,31.8,22.02,28.99,28.99,0.0,137895.14,3.0,ASME B31.3,15623.52,121.11,A333 Gr 6,FS,400.0,31.8,13789.51,60.0,1.0,1.292089,37.66176,781.054272,179.596082,37.789624,13.73736,1119.100365,1.362856,43.714002,10.339095,142.344565,0.001802,0.377896,7.811,1.795961,0.376618,0.137374,11.191004,0.014,0.437,0.103391,1.423446,1.8e-05,CS,FS,2380.468,23.805566,0.289
35677,PI,PIPE,P3,10.97,8.39,11.02,11.01,0.025,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
35678,PI,PIPE,P3,10.97,8.39,10.95,10.11,0.078,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
35680,PI,PIPE,P1,10.97,8.39,11.02,11.01,0.025,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
35681,PI,PIPE,P1,10.97,8.39,10.95,10.11,0.078,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
35683,PI,PIPE,P2,10.97,8.39,11.02,11.01,0.025,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
35684,PI,PIPE,P2,10.97,8.39,10.95,10.11,0.078,199258.48,0.0,ASME B31.3,20684.27,132.22,A790 Gr S31803,AFS,150.0,10.97,15170.0,121.11,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.968,29.329836,0.251
