,CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
10101,PI,ELBOW,E4,9.27,2.8,10.46,10.0,0.23,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,250.0,9.27,344.75,110.0,1.0,1.291562,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.573,39.625443,2.209
10105,PI,ELBOW,E3,9.27,2.8,10.46,10.0,0.23,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,250.0,9.27,344.75,110.0,1.0,1.291562,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.573,39.625443,2.209
10109,PI,ELBOW,E2,9.27,2.8,10.46,10.0,0.23,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,250.0,9.27,344.75,110.0,1.0,1.291562,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.573,39.625443,2.209
10113,PI,ELBOW,E1,9.27,2.8,10.46,10.0,0.23,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,250.0,9.27,344.75,110.0,1.0,1.291562,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.573,39.625443,2.209
10118,PI,ELBOW,E1,5.54,0.09,5.57,5.0,0.106,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,50.0,5.54,344.75,110.0,1.0,1.291616,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.711,39.626443,0.012
10121,PI,ELBOW,E2,5.54,0.09,5.57,5.0,0.106,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,50.0,5.54,344.75,110.0,1.0,1.291616,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.711,39.626443,0.012
10124,PI,ELBOW,E3,5.54,0.09,5.57,5.0,0.106,137895.14,3.0,ASME B31.3,413.69,121.11,A420 Gr WPL6,FS,50.0,5.54,344.75,110.0,1.0,1.291616,2.795572,3660.232482,33.573155,1.51112,0.873015,240.910154,0.050105,8.417208,0.685425,12.852235,0.016214,0.015111,36.602,0.335732,0.027956,0.00873,2.409102,0.001,0.084,0.006854,0.128522,0.000162,CS,FS,3962.711,39.626443,0.012
10273,PI,REDUCER,R1,5.54,1.8,9.25,9.2,0.009,137895.14,3.0,ASME B31.3,1654.75,121.11,A333 Gr 6,FS,50.0,5.54,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.02
10280,PI,REDUCER 12X4,R2,6.02,2.58,6.8,6.4,0.116,199258.48,0.0,ASME B31.3,9170.0,149.0,A815 CL WP-S S31803,AFS,100.0,6.02,6030.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,1.877
10287,PI,ELBOW,E1,18.26,14.98,17.56,17.08,0.048,199258.48,0.0,ASME B31.3,4900.0,148.9,A815 CL WP-S S31803,AFS,150.0,18.26,10340.0,98.9,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.177
10306,PI,ELBOW,E1,7.11,2.8,7.0,7.0,0.0,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.63,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.521
10307,PI,ELBOW,E1,7.11,2.8,6.99,6.99,0.0,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.63,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.521
10308,PI,ELBOW,E2,7.11,2.8,7.0,7.0,0.0,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.63,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.521
10309,PI,ELBOW,E2,7.11,2.8,6.99,6.99,0.0,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.63,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.521
10310,PI,ELBOW,E1,3.91,1.8,3.73,3.73,0.0,206842.71,0.0,ASME B31.3,9549.24,121.11,A815 CL WP-S S31803,AFS,50.0,3.91,5653.7,98.89,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.038
10320,PI,ELBOW,E3,7.11,2.8,6.75,6.56,0.021,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.726
10323,PI,ELBOW,E1,7.11,2.8,6.75,6.56,0.021,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.726
10326,PI,ELBOW,E2,7.11,2.8,6.75,6.56,0.021,137895.14,3.0,ASME B31.3,1654.74,121.11,A420 Gr WPL6,FS,150.0,7.11,482.64,112.78,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,CS,FS,2932.967,29.329836,0.726
10327,PI,ELBOW,E1,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10328,PI,ELBOW,E1,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10329,PI,ELBOW,E1,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10330,PI,ELBOW,E1,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10331,PI,ELBOW,E1,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10332,PI,ELBOW,E1,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10333,PI,ELBOW,E1,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10334,PI,ELBOW,E5,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10335,PI,ELBOW,E5,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10336,PI,ELBOW,E5,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10337,PI,ELBOW,E5,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10338,PI,ELBOW,E5,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10339,PI,ELBOW,E5,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10340,PI,ELBOW,E5,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10341,PI,ELBOW,E3,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10342,PI,ELBOW,E3,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10343,PI,ELBOW,E3,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10344,PI,ELBOW,E3,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10345,PI,ELBOW,E3,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10346,PI,ELBOW,E3,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10347,PI,ELBOW,E3,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10348,PI,ELBOW,E2,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10349,PI,ELBOW,E2,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10350,PI,ELBOW,E2,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10351,PI,ELBOW,E2,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10352,PI,ELBOW,E2,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10353,PI,ELBOW,E2,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10354,PI,ELBOW,E2,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10355,PI,ELBOW,E7,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10356,PI,ELBOW,E7,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10357,PI,ELBOW,E7,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10358,PI,ELBOW,E7,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10359,PI,ELBOW,E7,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10360,PI,ELBOW,E7,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10361,PI,ELBOW,E7,8.74,5.46,8.03,7.89,0.24,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10362,PI,ELBOW,E6,8.74,5.46,8.12,8.1,0.032,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10363,PI,ELBOW,E6,8.74,5.46,8.19,7.82,0.047,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10364,PI,ELBOW,E6,8.74,5.46,8.43,8.01,0.053,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10365,PI,ELBOW,E6,8.74,5.46,8.1,8.0,0.176,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10366,PI,ELBOW,E6,8.74,5.46,7.96,7.91,0.006,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
10367,PI,ELBOW,E6,8.74,5.46,8.91,7.88,0.131,199258.48,0.0,ASME B31.3,38850.0,149.0,A815 CL WP-S S31803,AFS,50.0,8.74,26730.0,121.1,1.0,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,DSS,AFS,2932.967,29.329836,0.02
