CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
1,99,173,7.11,2.8,7.21,7.2,0.913,206842.71,0,0,6420,121.11,11,0,150,7.11,15170,121,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.027
1,99,173,7.11,2.8,7.15,6.51,1.035,206842.71,0,0,6300,121.11,11,0,150,7.11,10340,98.89,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.021
1,100,204,10.97,8.39,13.52,13.52,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,204,10.97,8.39,16.66,16.63,0.077,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,204,10.97,8.39,12.01,16.85,0.149,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,204,10.97,8.39,13.81,13.81,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,210,10.97,8.39,13.52,13.52,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,210,10.97,8.39,16.66,16.63,0.077,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,210,10.97,8.39,12.01,16.85,0.149,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,210,10.97,8.39,13.81,13.81,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,212,10.97,8.39,13.52,13.52,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,212,10.97,8.39,16.66,16.63,0.077,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,212,10.97,8.39,12.01,16.85,0.149,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,212,10.97,8.39,13.81,13.81,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,172,10.97,8.39,13.52,13.52,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,172,10.97,8.39,16.66,16.63,0.077,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,172,10.97,8.39,12.01,16.85,0.149,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,172,10.97,8.39,13.81,13.81,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,192,10.97,8.39,13.52,13.52,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,192,10.97,8.39,16.66,16.63,0.077,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,192,10.97,8.39,12.01,16.85,0.149,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,192,10.97,8.39,13.81,13.81,0,199258.48,0,0,20684.4,132.22,11,0,150,10.97,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,173,10.97,8.39,10.83,10.53,0.421,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,173,10.97,8.39,10.86,10.72,0.658,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,173,10.97,8.39,10.34,10,0.034,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,193,10.97,8.39,10.83,10.53,0.421,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,193,10.97,8.39,10.86,10.72,0.658,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,193,10.97,8.39,10.34,10,0.034,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,213,10.97,8.39,10.83,10.53,0.421,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,213,10.97,8.39,10.86,10.72,0.658,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,213,10.97,8.39,10.34,10,0.034,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,205,10.97,8.39,10.83,10.53,0.421,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,205,10.97,8.39,10.86,10.72,0.658,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,205,10.97,8.39,10.34,10,0.034,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,211,10.97,8.39,10.83,10.53,0.421,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,211,10.97,8.39,10.86,10.72,0.658,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,211,10.97,8.39,10.34,10,0.034,199258.48,0,0,20684.4,132.22,11,0,150,10.97,10340,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,100,172,7.11,5.88,8.33,8.3,0.003,199258.48,0,0,5620,132.22,11,0,150,7.11,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,99,173,7.11,5.88,6.88,6.5,0.039,199258.48,0,0,5620,132.22,11,0,150,7.11,15170,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.177
1,5,68,3.38,1.8,3.2,3.2,0,115142.44,0,0,1103.16,60,6,1,25,3.38,758.42,54.83,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,2,1,2932.967,29.329836,0.005
1,5,62,3.38,1.29,3.39,3.39,0,115142.44,0,0,9170,60,6,1,25,3.38,5900,49,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,2,1,2932.966,29.329836,0.005
1,5,68,3.38,1.29,3.39,3.39,0,115142.44,0,0,9170,60,6,1,25,3.38,5900,49,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,2,1,2932.966,29.329836,0.005
1,5,72,8.18,2.8,7.55,7.55,0,137895.14,3,0,1030,149,7,2,200,8.18,480,99,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.314
1,5,68,8.18,2.8,7.55,7.55,0,137895.14,3,0,1030,149,7,2,200,8.18,480,99,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.314
1,5,68,3.4,2.8,3.7,3.4,0.113,206842.71,0,0,2999.22,60,11,0,150,3.4,2587.6,48.89,1,0.744274,385.3356,554.9661,121.7835,265.0272,358.5855,75.23229,1142.394,0.5604,377.3445,399.0145,8.46752,2.650272,5.55,1.217835,3.853356,3.585855,0.752323,11.424,0.006,3.773445,3.990145,0.084675,1,0,9979.048,99.79086,0.111
1,5,62,8.74,1.96,8.9,8.74,0.09,137895.14,3,0,9183.81,121.11,1,2,50,8.74,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.017
1,5,68,6.02,2.3,6.34,6.21,0.012,137895.14,3,0,1689.21,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.034
1,5,68,6.02,2.3,6.57,6.45,0.011,137895.14,3,0,1689.21,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.034
1,5,62,6.02,2.3,6.34,6.21,0.012,137895.14,3,0,1689.21,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.034
1,5,62,6.02,2.3,6.57,6.45,0.011,137895.14,3,0,1689.21,121.11,1,2,100,6.02,100,25,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,0.034
1,5,68,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
1,5,74,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
1,5,72,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
1,5,71,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
1,5,62,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
1,5,73,7.11,2.8,6.84,6.75,0.008,137895.14,3,0,1723.68,60,1,2,150,7.11,655,40.55,1,1.235155,30.2224,153.1548,18.3427,21.5044,28.1385,30.95913,15.0315,0.5604,30.303,38.7992,1512.4432,0.215044,1.532,0.183427,0.302224,0.281385,0.309591,0.15,0.006,0.30303,0.387992,15.124432,0,3,2797.19,27.972157,3.201
3,22,90,16.6,1.41,17.5,17.49,0.003,170989.97,0,2,9170,149,16,0,50,16.6,6030,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,2,2932.968,29.329836,0.222
1,100,172,7.11,3.07,13,12.41,0.136,137895.14,3,0,5102,121.11,7,2,150,7.11,106.87,25.56,1,1.289737,32.08224,1651.404834,136.078778,30.28052,14.18469,844.220185,7.275246,32.609676,11.868675,108.218905,0.005405,0.302805,16.514,1.360788,0.320822,0.141847,8.442202,0.073,0.326,0.118687,1.082189,5.40E-05,0,3,2900.115,29.001272,0.177
1,102,216,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,214,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,210,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,212,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,192,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,172,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,102,204,18.26,14.98,20.16,19.84,0.034,199258.48,0,0,3300,148.9,11,0,150,18.26,10340,100,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.624
1,88,211,11.3,8.04,13.86,13.8,0.013,199258.48,0,0,38850,149,11,0,80,11.3,1842.97,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.147
1,88,58,11.3,8.04,13.86,13.8,0.013,199258.48,0,0,38850,149,11,0,80,11.3,1842.97,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.147
1,88,55,11.3,8.04,13.86,13.8,0.013,199258.48,0,0,38850,149,11,0,80,11.3,1842.97,121.1,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,0.147
1,100,172,18.26,2.8,21.45,23.58,0.033,199258.48,0,0,6000,132.2,11,0,150,18.26,15060,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.507
1,100,172,18.26,2.8,20.89,23.6,0.066,199258.48,0,0,6000,132.2,11,0,150,18.26,15060,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.507
1,100,214,18.26,2.8,21.45,23.58,0.033,199258.48,0,0,6000,132.2,11,0,150,18.26,15060,98.9,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.507
