CatalogProfile,FeatureName,InspPointName,NWT,MAWT,FirstWT,LastWt,MeasCrRate,Allowable-Stress-Value,Corrosion-Allowance,Design-Code,Design-Pressure,Design-Temperature,Material-Specification,Material-Type,NominalOutsideDiameter,Nominal-Wall-Thickness,Operating-Pressure,Operating-Temperature,Quality-Factor,Kavg,MassButane,MassCOTwo,MassEthane,MassiButane,MassiPentane,MassMethane,MassnHeptane,MassNitrogen,MassPentane,MassPropane,MassWater,MWButane,MWCOTwo,MWEthane,MWiButane,MWiPentane,MWMethane,MWnHeptane,MWNITROGEN,MWPentane,MWPropane,MWWater,Matcat,Mattyp,SumofMass,SumofMW,Volumeofrelease
1,100,220,7.11,4.46,6.9,8.9,0.294,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,218,7.11,4.46,8.6,7.43,0.469,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,218,7.11,4.46,8.2,8.93,0.235,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,218,7.11,4.46,6.9,8.9,0.294,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,192,7.11,4.46,8.6,7.43,0.469,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,192,7.11,4.46,8.2,8.93,0.235,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,192,7.11,4.46,6.9,8.9,0.294,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,210,7.11,4.46,8.6,7.43,0.469,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,210,7.11,4.46,8.2,8.93,0.235,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,210,7.11,4.46,6.9,8.9,0.294,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,214,7.11,4.46,8.6,7.43,0.469,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,214,7.11,4.46,8.2,8.93,0.235,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,214,7.11,4.46,6.9,8.9,0.294,199258.48,0,0,2800,149,11,1,150,7.11,10800,93,1,1.288327,23.248,60.2937,132.6087,32.5472,13.7085,1340.06514,26.0546,45.6726,8.658,86.8573,86.65696,0.325472,0.603,1.326087,0.23248,0.137085,13.400651,0.261,0.457,0.08658,0.868573,0.86657,1,0,1914.59,19.146686,0.651
1,100,212,18.26,4.1,26,25.1,0.191,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,212,18.26,4.1,25.9,25.12,0.165,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,192,18.26,4.1,26,25.1,0.191,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,192,18.26,4.1,25.9,25.12,0.165,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,218,18.26,4.1,26,25.1,0.191,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,218,18.26,4.1,25.9,25.12,0.165,199258.48,0,0,9900,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,1.031
1,100,192,18.26,2.8,26,21.35,1.307,199258.48,0,0,5600,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.963
1,100,192,18.26,2.8,26.4,23.09,4.382,199258.48,0,0,5600,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.963
1,100,212,18.26,2.8,26,21.35,1.307,199258.48,0,0,5600,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.963
1,100,212,18.26,2.8,26.4,23.09,4.382,199258.48,0,0,5600,149,11,0,150,18.26,22200,100,1,1.288545,36.6156,803.1825,138.6227,62.7696,23.088,966.63066,22.0462,55.1994,11.544,141.9698,161.78368,0.627696,8.032,1.386227,0.366156,0.23088,9.666307,0.22,0.552,0.11544,1.419698,1.617837,1,4,2423.53,24.235241,0.963
3,21,87,5.54,0.24,5.32,5.26,0.007,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,22,90,5.54,0.24,5.79,5.34,0.053,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,23,92,5.54,0.24,5.73,4.84,0.105,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,23,94,5.54,0.24,5.73,4.84,0.105,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
3,23,93,5.54,0.24,5.73,4.84,0.105,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
0,21,87,3.91,0.35,4.28,3.82,0.054,115142.44,0,2,1520,60,18,1,50,3.91,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.009
1,5,68,5.54,1.8,5.04,5.04,0,137895.14,3,0,413.69,60,1,2,50,5.54,100,25,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.009
1,5,123,10.97,8.39,11.33,11.09,0.023,199258.48,0,0,20684.27,148.88,11,0,150,10.97,15170,137.77,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.177
1,5,62,10.97,8.39,11.33,11.09,0.023,199258.48,0,0,20684.27,148.88,11,0,150,10.97,15170,137.77,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.177
1,5,62,6.02,2.3,6.09,6,0.017,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.016
1,5,62,6.02,2.3,5.54,5.5,0.007,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.016
1,5,68,6.02,2.3,6.09,6,0.017,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.016
1,5,68,6.02,2.3,5.54,5.5,0.007,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.016
1,5,62,5.54,1.8,5.36,5.12,0.026,137895.14,3,0,1654.74,121.11,7,2,50,5.54,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.018
1,5,68,5.54,1.8,5.36,5.12,0.026,137895.14,3,0,1654.74,121.11,7,2,50,5.54,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.018
1,5,62,6.02,2.3,5.52,5.5,0.003,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.016
1,5,62,6.35,1.8,6.32,6.1,0.042,137895.14,3,0,1103.16,71.11,1,2,25,6.35,689.48,54.83,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0
1,92,172,6.02,2.3,12.36,12.3,0.011,137895.14,3,0,1654.74,121.11,7,2,100,6.02,482.64,112.78,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,0,3,2932.967,29.329836,0.011
1,100,192,7.11,5.79,8.9,8.81,0.025,199258.48,0,0,14092.88,132.22,11,0,150,7.11,5653.74,121.11,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.437
1,100,172,18.26,2.8,27.68,27.87,0.327,206842.71,0,0,6900,121.11,11,0,150,18.26,62060,98.89,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.967,29.329836,0.03
1,76,172,17.48,13.82,28.7,28.6,0.02,206842.71,0,0,9549.24,121.11,11,0,600,17.48,5102.12,110,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.966,29.329836,20.699
1,100,212,7.11,3.69,9.5,9.05,0.132,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,212,7.11,3.69,7.7,7.45,0.073,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,212,7.11,3.69,7.4,7.1,0.088,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,213,7.11,3.69,9.5,9.05,0.132,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,213,7.11,3.69,7.7,7.45,0.073,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,213,7.11,3.69,7.4,7.1,0.088,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,204,7.11,3.69,9.5,9.05,0.132,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,204,7.11,3.69,7.7,7.45,0.073,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,204,7.11,3.69,7.4,7.1,0.088,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,205,7.11,3.69,9.5,9.05,0.132,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,205,7.11,3.69,7.7,7.45,0.073,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,205,7.11,3.69,7.4,7.1,0.088,199258.48,0,0,8900,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,99,213,7.11,3.71,7,7.13,0.032,199258.48,0,0,8950,166,11,0,150,7.11,47700,100,1,1.283795,11.0428,978.3423,73.0701,9.8804,5.772,517.16184,88.1848,24.6576,5.0505,39.681,700.8224,0.098804,9.783,0.730701,0.110428,0.05772,5.171618,0.882,0.247,0.050505,0.39681,7.008224,1,4,2567.627,25.676458,0.285
1,99,213,7.11,3.71,7.5,7.43,0.16,199258.48,0,0,8950,166,11,0,150,7.11,47700,100,1,1.283795,11.0428,978.3423,73.0701,9.8804,5.772,517.16184,88.1848,24.6576,5.0505,39.681,700.8224,0.098804,9.783,0.730701,0.110428,0.05772,5.171618,0.882,0.247,0.050505,0.39681,7.008224,1,4,2567.627,25.676458,0.285
1,99,193,7.11,3.71,7,7.13,0.032,199258.48,0,0,8950,166,11,0,150,7.11,47700,100,1,1.283795,11.0428,978.3423,73.0701,9.8804,5.772,517.16184,88.1848,24.6576,5.0505,39.681,700.8224,0.098804,9.783,0.730701,0.110428,0.05772,5.171618,0.882,0.247,0.050505,0.39681,7.008224,1,4,2567.627,25.676458,0.285
1,99,193,7.11,3.71,7.5,7.43,0.16,199258.48,0,0,8950,166,11,0,150,7.11,47700,100,1,1.283795,11.0428,978.3423,73.0701,9.8804,5.772,517.16184,88.1848,24.6576,5.0505,39.681,700.8224,0.098804,9.783,0.730701,0.110428,0.05772,5.171618,0.882,0.247,0.050505,0.39681,7.008224,1,4,2567.627,25.676458,0.285
3,12,82,5.54,0.24,6.12,5.27,0.101,115142.44,0,2,1100,60,18,1,50,5.54,860,25,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,4.248
3,13,83,5.54,0.24,5.66,5.35,0.036,115142.44,0,2,1100,60,18,1,50,5.54,860,43.5,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,2,1,2384.493,23.844734,0.84
1,100,212,7.11,5.63,9.3,9.22,0.187,199258.48,0,0,13700,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,192,7.11,5.63,9.3,9.22,0.187,199258.48,0,0,13700,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,192,7.11,5.63,9.3,9.22,0.187,199258.48,0,0,13700,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,212,7.11,5.63,9.3,9.22,0.187,199258.48,0,0,13700,149,11,0,150,7.11,5600,95,1,1.283858,16.8548,1539.9099,76.3778,23.8292,10.8225,710.45589,58.1218,23.2566,6.4935,60.8442,249.16128,0.238292,15.399,0.763778,0.168548,0.108225,7.104559,0.581,0.233,0.064935,0.608442,2.491613,1,4,2830.93,28.310087,0.603
1,100,172,10.97,8.35,17.3,17,0.082,199258.48,2.5,0,5000,149,11,0,150,10.97,18200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.177
1,100,172,10.97,8.35,14.8,14.6,0.055,199258.48,2.5,0,5000,149,11,0,150,10.97,18200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.177
1,100,210,10.97,8.35,17.3,17,0.082,199258.48,2.5,0,5000,149,11,0,150,10.97,18200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.177
1,100,210,10.97,8.35,14.8,14.6,0.055,199258.48,2.5,0,5000,149,11,0,150,10.97,18200,85,1,1.29505,15.6924,876.6792,101.3359,21.5044,10.101,1041.38172,10.021,41.7498,7.215,59.9624,135.12,0.215044,8.767,1.013359,0.156924,0.10101,10.413817,0.1,0.417,0.07215,0.599624,1.3512,1,0,2384.493,23.844734,0.177
1,100,172,7.11,3.81,9.98,9.52,0.044,206842.71,0,0,9549.24,121.11,11,0,150,7.11,10340,99,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.039
1,99,173,7.11,2.8,7.22,7.15,0.006,199258.48,0,0,5880,132.22,11,0,150,7.11,15170,121,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.034
1,100,172,7.11,3.34,9.67,9.6,0.006,199258.48,0,0,8040,148.89,11,0,150,7.11,15170,121,1,1.28384,31.3848,1520.1054,124.7905,28.4788,15.873,776.70522,24.0504,29.9814,14.43,98.3207,128.27392,0.284788,15.201,1.247905,0.313848,0.15873,7.767052,0.241,0.3,0.1443,0.983207,1.282739,1,0,2932.968,29.329836,0.012
